,Unnamed: 0,Image,Class
19258,19258,ISIC_0063636.jpg,0
2951,2951,ISIC_0024354.jpg,1
7764,7764,ISIC_0029167.jpg,1
15081,15081,ISIC_0056951.jpg,2
14458,14458,ISIC_0055944.jpg,2
7726,7726,ISIC_0029129.jpg,2
4997,4997,ISIC_0026400.jpg,1
883,883,ISIC_0010207.jpg,0
15241,15241,ISIC_0057199.jpg,0
2417,2417,ISIC_0014749_downsampled.jpg,1
22489,22489,ISIC_0068751.jpg,2
8,8,ISIC_0000009.jpg,1
12867,12867,ISIC_0034270.jpg,1
16044,16044,ISIC_0058513.jpg,0
10349,10349,ISIC_0031752.jpg,1
8290,8290,ISIC_0029693.jpg,1
21578,21578,ISIC_0067327.jpg,1
143,143,ISIC_0000152_downsampled.jpg,0
12979,12979,ISIC_0053546.jpg,2
6259,6259,ISIC_0027662.jpg,1
8981,8981,ISIC_0030384.jpg,1
1986,1986,ISIC_0013803_downsampled.jpg,1
6424,6424,ISIC_0027827.jpg,1
2358,2358,ISIC_0014650_downsampled.jpg,3
13206,13206,ISIC_0053920.jpg,1
12904,12904,ISIC_0034307.jpg,1
8819,8819,ISIC_0030222.jpg,1
24540,24540,ISIC_0072016.jpg,1
3730,3730,ISIC_0025133.jpg,1
9520,9520,ISIC_0030923.jpg,1
15626,15626,ISIC_0057864.jpg,0
17837,17837,ISIC_0061337.jpg,2
23166,23166,ISIC_0069806.jpg,3
7010,7010,ISIC_0028413.jpg,1
11039,11039,ISIC_0032442.jpg,1
10704,10704,ISIC_0032107.jpg,1
16612,16612,ISIC_0059394.jpg,2
17767,17767,ISIC_0061235.jpg,3
1739,1739,ISIC_0013226_downsampled.jpg,1
17505,17505,ISIC_0060813.jpg,3
1376,1376,ISIC_0012374_downsampled.jpg,1
12192,12192,ISIC_0033595.jpg,0
16943,16943,ISIC_0059920.jpg,2
12072,12072,ISIC_0033475.jpg,1
22497,22497,ISIC_0068766.jpg,0
15212,15212,ISIC_0057162.jpg,1
24953,24953,ISIC_0072663.jpg,2
372,372,ISIC_0000427_downsampled.jpg,1
9567,9567,ISIC_0030970.jpg,0
7683,7683,ISIC_0029086.jpg,1
1342,1342,ISIC_0012299_downsampled.jpg,3
23441,23441,ISIC_0070235.jpg,0
12335,12335,ISIC_0033738.jpg,1
17719,17719,ISIC_0061158.jpg,0
24412,24412,ISIC_0071826.jpg,0
22565,22565,ISIC_0068881.jpg,0
20515,20515,ISIC_0065632.jpg,3
6089,6089,ISIC_0027492.jpg,1
2592,2592,ISIC_0015030_downsampled.jpg,1
12046,12046,ISIC_0033449.jpg,3
735,735,ISIC_0009942.jpg,1
16920,16920,ISIC_0059873.jpg,2
10749,10749,ISIC_0032152.jpg,0
1519,1519,ISIC_0012742_downsampled.jpg,1
19068,19068,ISIC_0063313.jpg,1
4658,4658,ISIC_0026061.jpg,1
7566,7566,ISIC_0028969.jpg,0
2147,2147,ISIC_0014186_downsampled.jpg,0
21434,21434,ISIC_0067114.jpg,1
6137,6137,ISIC_0027540.jpg,1
10119,10119,ISIC_0031522.jpg,3
13437,13437,ISIC_0054316.jpg,2
10068,10068,ISIC_0031471.jpg,1
18364,18364,ISIC_0062196.jpg,0
18873,18873,ISIC_0063007.jpg,2
11397,11397,ISIC_0032800.jpg,1
6320,6320,ISIC_0027723.jpg,1
10602,10602,ISIC_0032005.jpg,1
5546,5546,ISIC_0026949.jpg,1
8268,8268,ISIC_0029671.jpg,1
14050,14050,ISIC_0055295.jpg,0
10889,10889,ISIC_0032292.jpg,1
19864,19864,ISIC_0064619.jpg,0
15945,15945,ISIC_0058353.jpg,1
5631,5631,ISIC_0027034.jpg,1
23407,23407,ISIC_0070186.jpg,1
16198,16198,ISIC_0058759.jpg,1
17404,17404,ISIC_0060643.jpg,2
1713,1713,ISIC_0013188_downsampled.jpg,1
2090,2090,ISIC_0014061_downsampled.jpg,0
9409,9409,ISIC_0030812.jpg,3
16745,16745,ISIC_0059605.jpg,0
3523,3523,ISIC_0024926.jpg,1
5471,5471,ISIC_0026874.jpg,1
10267,10267,ISIC_0031670.jpg,0
6993,6993,ISIC_0028396.jpg,1
3687,3687,ISIC_0025090.jpg,1
3985,3985,ISIC_0025388.jpg,3
19732,19732,ISIC_0064397.jpg,1
6693,6693,ISIC_0028096.jpg,1
6806,6806,ISIC_0028209.jpg,3
19448,19448,ISIC_0063943.jpg,1
7864,7864,ISIC_0029267.jpg,1
9586,9586,ISIC_0030989.jpg,1
15492,15492,ISIC_0057631.jpg,0
23770,23770,ISIC_0070775.jpg,3
9104,9104,ISIC_0030507.jpg,0
11923,11923,ISIC_0033326.jpg,1
17256,17256,ISIC_0060409.jpg,2
518,518,ISIC_0001275_downsampled.jpg,1
22230,22230,ISIC_0068355.jpg,2
20406,20406,ISIC_0065469.jpg,0
5896,5896,ISIC_0027299.jpg,1
15597,15597,ISIC_0057814.jpg,1
2187,2187,ISIC_0014311_downsampled.jpg,3
19424,19424,ISIC_0063899.jpg,1
5519,5519,ISIC_0026922.jpg,1
3715,3715,ISIC_0025118.jpg,1
21887,21887,ISIC_0067811.jpg,1
7731,7731,ISIC_0029134.jpg,1
9100,9100,ISIC_0030503.jpg,1
9974,9974,ISIC_0031377.jpg,0
17213,17213,ISIC_0060340.jpg,0
16799,16799,ISIC_0059693.jpg,3
13861,13861,ISIC_0054982.jpg,0
5645,5645,ISIC_0027048.jpg,1
8376,8376,ISIC_0029779.jpg,2
24811,24811,ISIC_0072448.jpg,1
16308,16308,ISIC_0058911.jpg,2
12125,12125,ISIC_0033528.jpg,3
462,462,ISIC_0000537.jpg,1
2458,2458,ISIC_0014807_downsampled.jpg,1
23260,23260,ISIC_0069947.jpg,1
12349,12349,ISIC_0033752.jpg,0
24725,24725,ISIC_0072296.jpg,3
2506,2506,ISIC_0014890_downsampled.jpg,1
16169,16169,ISIC_0058710.jpg,1
11992,11992,ISIC_0033395.jpg,1
23489,23489,ISIC_0070308.jpg,0
25070,25070,ISIC_0072853.jpg,2
16531,16531,ISIC_0059267.jpg,1
19435,19435,ISIC_0063923.jpg,2
3878,3878,ISIC_0025281.jpg,1
19640,19640,ISIC_0064249.jpg,1
2597,2597,ISIC_0015037_downsampled.jpg,1
9237,9237,ISIC_0030640.jpg,1
5029,5029,ISIC_0026432.jpg,1
24682,24682,ISIC_0072219.jpg,2
6972,6972,ISIC_0028375.jpg,1
10854,10854,ISIC_0032257.jpg,1
3590,3590,ISIC_0024993.jpg,1
22717,22717,ISIC_0069110.jpg,1
20627,20627,ISIC_0065820.jpg,1
21068,21068,ISIC_0066527.jpg,1
22389,22389,ISIC_0068602.jpg,1
9216,9216,ISIC_0030619.jpg,1
4564,4564,ISIC_0025967.jpg,1
4922,4922,ISIC_0026325.jpg,1
10360,10360,ISIC_0031763.jpg,1
7797,7797,ISIC_0029200.jpg,1
18445,18445,ISIC_0062325.jpg,0
4210,4210,ISIC_0025613.jpg,1
9359,9359,ISIC_0030762.jpg,1
13082,13082,ISIC_0053713.jpg,1
6029,6029,ISIC_0027432.jpg,1
11245,11245,ISIC_0032648.jpg,1
6083,6083,ISIC_0027486.jpg,1
9349,9349,ISIC_0030752.jpg,1
21869,21869,ISIC_0067780.jpg,2
12052,12052,ISIC_0033455.jpg,1
6945,6945,ISIC_0028348.jpg,1
23987,23987,ISIC_0071121.jpg,1
2550,2550,ISIC_0014956_downsampled.jpg,1
3848,3848,ISIC_0025251.jpg,1
14799,14799,ISIC_0056516.jpg,2
23296,23296,ISIC_0070009.jpg,0
24242,24242,ISIC_0071545.jpg,3
1652,1652,ISIC_0013063_downsampled.jpg,3
17623,17623,ISIC_0060994.jpg,0
16519,16519,ISIC_0059246.jpg,2
10476,10476,ISIC_0031879.jpg,1
22280,22280,ISIC_0068422.jpg,3
14348,14348,ISIC_0055772.jpg,2
24677,24677,ISIC_0072212.jpg,1
6701,6701,ISIC_0028104.jpg,3
24843,24843,ISIC_0072501.jpg,3
18043,18043,ISIC_0061681.jpg,1
16935,16935,ISIC_0059910.jpg,1
18730,18730,ISIC_0062779.jpg,1
7463,7463,ISIC_0028866.jpg,1
13674,13674,ISIC_0054690.jpg,3
119,119,ISIC_0000127_downsampled.jpg,1
12078,12078,ISIC_0033481.jpg,1
20881,20881,ISIC_0066242.jpg,1
2631,2631,ISIC_0015132_downsampled.jpg,0
11935,11935,ISIC_0033338.jpg,1
1686,1686,ISIC_0013132_downsampled.jpg,1
2273,2273,ISIC_0014548_downsampled.jpg,0
13907,13907,ISIC_0055066.jpg,1
2914,2914,ISIC_0024317.jpg,1
7830,7830,ISIC_0029233.jpg,3
13916,13916,ISIC_0055083.jpg,1
13737,13737,ISIC_0054789.jpg,2
12003,12003,ISIC_0033406.jpg,1
25222,25222,ISIC_0073082.jpg,2
18455,18455,ISIC_0062340.jpg,0
21820,21820,ISIC_0067707.jpg,2
13273,13273,ISIC_0054047.jpg,3
20612,20612,ISIC_0065800.jpg,3
13053,13053,ISIC_0053668.jpg,1
23033,23033,ISIC_0069585.jpg,3
20476,20476,ISIC_0065581.jpg,2
5945,5945,ISIC_0027348.jpg,1
21889,21889,ISIC_0067813.jpg,1
15371,15371,ISIC_0057412.jpg,0
300,300,ISIC_0000336.jpg,1
14007,14007,ISIC_0055239.jpg,1
7009,7009,ISIC_0028412.jpg,0
1480,1480,ISIC_0012676_downsampled.jpg,1
10782,10782,ISIC_0032185.jpg,2
11695,11695,ISIC_0033098.jpg,1
24173,24173,ISIC_0071434.jpg,0
8331,8331,ISIC_0029734.jpg,1
10669,10669,ISIC_0032072.jpg,0
14001,14001,ISIC_0055226.jpg,0
9735,9735,ISIC_0031138.jpg,3
3540,3540,ISIC_0024943.jpg,3
16418,16418,ISIC_0059082.jpg,0
22833,22833,ISIC_0069284.jpg,3
12620,12620,ISIC_0034023.jpg,1
11094,11094,ISIC_0032497.jpg,2
12293,12293,ISIC_0033696.jpg,0
8206,8206,ISIC_0029609.jpg,1
12745,12745,ISIC_0034148.jpg,1
23278,23278,ISIC_0069976.jpg,2
20908,20908,ISIC_0066289.jpg,0
9002,9002,ISIC_0030405.jpg,1
22524,22524,ISIC_0068813.jpg,2
4937,4937,ISIC_0026340.jpg,1
14317,14317,ISIC_0055727.jpg,1
17366,17366,ISIC_0060592.jpg,1
8283,8283,ISIC_0029686.jpg,1
16571,16571,ISIC_0059334.jpg,2
4747,4747,ISIC_0026150.jpg,0
14280,14280,ISIC_0055673.jpg,2
24723,24723,ISIC_0072294.jpg,0
5451,5451,ISIC_0026854.jpg,1
11783,11783,ISIC_0033186.jpg,0
19683,19683,ISIC_0064316.jpg,1
25262,25262,ISIC_0073148.jpg,2
6626,6626,ISIC_0028029.jpg,0
11219,11219,ISIC_0032622.jpg,0
410,410,ISIC_0000481.jpg,1
17866,17866,ISIC_0061391.jpg,3
5005,5005,ISIC_0026408.jpg,1
19283,19283,ISIC_0063680.jpg,0
24838,24838,ISIC_0072492.jpg,2
23982,23982,ISIC_0071114.jpg,2
235,235,ISIC_0000252.jpg,1
5717,5717,ISIC_0027120.jpg,2
22529,22529,ISIC_0068820.jpg,1
85,85,ISIC_0000092_downsampled.jpg,1
21475,21475,ISIC_0067173.jpg,1
16379,16379,ISIC_0059024.jpg,1
18538,18538,ISIC_0062468.jpg,0
9431,9431,ISIC_0030834.jpg,1
1309,1309,ISIC_0012237_downsampled.jpg,3
15363,15363,ISIC_0057397.jpg,0
21191,21191,ISIC_0066719.jpg,1
9206,9206,ISIC_0030609.jpg,1
3893,3893,ISIC_0025296.jpg,1
21716,21716,ISIC_0067550.jpg,1
15529,15529,ISIC_0057696.jpg,1
8084,8084,ISIC_0029487.jpg,1
4371,4371,ISIC_0025774.jpg,1
6873,6873,ISIC_0028276.jpg,1
15302,15302,ISIC_0057304.jpg,1
19750,19750,ISIC_0064424.jpg,2
17840,17840,ISIC_0061343.jpg,1
1314,1314,ISIC_0012248_downsampled.jpg,3
17311,17311,ISIC_0060504.jpg,1
4829,4829,ISIC_0026232.jpg,1
22402,22402,ISIC_0068625.jpg,1
8846,8846,ISIC_0030249.jpg,2
23081,23081,ISIC_0069661.jpg,1
17391,17391,ISIC_0060628.jpg,1
10738,10738,ISIC_0032141.jpg,1
5181,5181,ISIC_0026584.jpg,1
17906,17906,ISIC_0061470.jpg,2
13290,13290,ISIC_0054071.jpg,1
13237,13237,ISIC_0053972.jpg,2
7657,7657,ISIC_0029060.jpg,3
19275,19275,ISIC_0063668.jpg,2
24266,24266,ISIC_0071583.jpg,0
23717,23717,ISIC_0070699.jpg,1
5798,5798,ISIC_0027201.jpg,1
14659,14659,ISIC_0056274.jpg,1
1315,1315,ISIC_0012250_downsampled.jpg,1
1598,1598,ISIC_0012952_downsampled.jpg,3
3577,3577,ISIC_0024980.jpg,1
9155,9155,ISIC_0030558.jpg,1
12255,12255,ISIC_0033658.jpg,1
414,414,ISIC_0000485.jpg,1
11183,11183,ISIC_0032586.jpg,0
11972,11972,ISIC_0033375.jpg,1
229,229,ISIC_0000245.jpg,1
10566,10566,ISIC_0031969.jpg,1
24603,24603,ISIC_0072100.jpg,1
19604,19604,ISIC_0064188.jpg,3
17970,17970,ISIC_0061566.jpg,0
24793,24793,ISIC_0072423.jpg,1
2502,2502,ISIC_0014872_downsampled.jpg,0
20582,20582,ISIC_0065752.jpg,2
21136,21136,ISIC_0066637.jpg,0
4109,4109,ISIC_0025512.jpg,0
24604,24604,ISIC_0072101.jpg,0
15552,15552,ISIC_0057737.jpg,1
18251,18251,ISIC_0062020.jpg,1
22716,22716,ISIC_0069109.jpg,2
21841,21841,ISIC_0067740.jpg,3
7878,7878,ISIC_0029281.jpg,0
23937,23937,ISIC_0071043.jpg,0
23648,23648,ISIC_0070592.jpg,3
15694,15694,ISIC_0057966.jpg,1
22630,22630,ISIC_0068975.jpg,0
10013,10013,ISIC_0031416.jpg,1
19347,19347,ISIC_0063777.jpg,1
15384,15384,ISIC_0057434.jpg,1
19558,19558,ISIC_0064108.jpg,1
23669,23669,ISIC_0070624.jpg,1
1009,1009,ISIC_0010492.jpg,1
7805,7805,ISIC_0029208.jpg,1
9688,9688,ISIC_0031091.jpg,1
24592,24592,ISIC_0072088.jpg,1
8012,8012,ISIC_0029415.jpg,1
23275,23275,ISIC_0069971.jpg,2
8372,8372,ISIC_0029775.jpg,1
25128,25128,ISIC_0072935.jpg,2
1140,1140,ISIC_0011170.jpg,1
8696,8696,ISIC_0030099.jpg,1
14780,14780,ISIC_0056490.jpg,1
3698,3698,ISIC_0025101.jpg,1
4639,4639,ISIC_0026042.jpg,3
17618,17618,ISIC_0060986.jpg,1
7134,7134,ISIC_0028537.jpg,0
1711,1711,ISIC_0013184_downsampled.jpg,0
23723,23723,ISIC_0070706.jpg,2
20227,20227,ISIC_0065204.jpg,1
2429,2429,ISIC_0014771_downsampled.jpg,1
3105,3105,ISIC_0024508.jpg,1
477,477,ISIC_0000552.jpg,0
2096,2096,ISIC_0014074_downsampled.jpg,3
10300,10300,ISIC_0031703.jpg,1
4220,4220,ISIC_0025623.jpg,3
14576,14576,ISIC_0056146.jpg,2
11338,11338,ISIC_0032741.jpg,2
3163,3163,ISIC_0024566.jpg,1
8540,8540,ISIC_0029943.jpg,1
21837,21837,ISIC_0067735.jpg,1
5710,5710,ISIC_0027113.jpg,1
16889,16889,ISIC_0059818.jpg,1
5696,5696,ISIC_0027099.jpg,1
9980,9980,ISIC_0031383.jpg,1
19600,19600,ISIC_0064181.jpg,1
4533,4533,ISIC_0025936.jpg,1
21288,21288,ISIC_0066870.jpg,1
6736,6736,ISIC_0028139.jpg,1
11465,11465,ISIC_0032868.jpg,1
19576,19576,ISIC_0064139.jpg,1
207,207,ISIC_0000221.jpg,1
8882,8882,ISIC_0030285.jpg,1
8220,8220,ISIC_0029623.jpg,1
13594,13594,ISIC_0054570.jpg,0
12290,12290,ISIC_0033693.jpg,3
4323,4323,ISIC_0025726.jpg,1
19523,19523,ISIC_0064048.jpg,1
8281,8281,ISIC_0029684.jpg,1
2189,2189,ISIC_0014317_downsampled.jpg,1
4206,4206,ISIC_0025609.jpg,1
24745,24745,ISIC_0072337.jpg,0
21766,21766,ISIC_0067637.jpg,1
13527,13527,ISIC_0054456.jpg,1
1908,1908,ISIC_0013632_downsampled.jpg,3
4438,4438,ISIC_0025841.jpg,1
11384,11384,ISIC_0032787.jpg,1
17720,17720,ISIC_0061159.jpg,0
23233,23233,ISIC_0069915.jpg,2
23903,23903,ISIC_0070995.jpg,3
24681,24681,ISIC_0072218.jpg,0
11897,11897,ISIC_0033300.jpg,0
6866,6866,ISIC_0028269.jpg,1
10587,10587,ISIC_0031990.jpg,1
22679,22679,ISIC_0069056.jpg,1
2430,2430,ISIC_0014772_downsampled.jpg,0
8803,8803,ISIC_0030206.jpg,1
3752,3752,ISIC_0025155.jpg,0
3383,3383,ISIC_0024786.jpg,3
12642,12642,ISIC_0034045.jpg,1
5259,5259,ISIC_0026662.jpg,1
24833,24833,ISIC_0072484.jpg,3
14749,14749,ISIC_0056436.jpg,0
543,543,ISIC_0002374_downsampled.jpg,1
9260,9260,ISIC_0030663.jpg,1
18537,18537,ISIC_0062465.jpg,1
16445,16445,ISIC_0059122.jpg,1
5376,5376,ISIC_0026779.jpg,1
16931,16931,ISIC_0059897.jpg,0
10494,10494,ISIC_0031897.jpg,3
3256,3256,ISIC_0024659.jpg,1
2849,2849,ISIC_0016012_downsampled.jpg,1
11929,11929,ISIC_0033332.jpg,1
1949,1949,ISIC_0013721_downsampled.jpg,1
10807,10807,ISIC_0032210.jpg,1
24531,24531,ISIC_0072001.jpg,0
5823,5823,ISIC_0027226.jpg,1
24786,24786,ISIC_0072408.jpg,1
20651,20651,ISIC_0065858.jpg,0
15681,15681,ISIC_0057942.jpg,2
15725,15725,ISIC_0058020.jpg,3
5767,5767,ISIC_0027170.jpg,1
7106,7106,ISIC_0028509.jpg,1
4291,4291,ISIC_0025694.jpg,1
24851,24851,ISIC_0072512.jpg,1
19118,19118,ISIC_0063399.jpg,1
12338,12338,ISIC_0033741.jpg,1
5196,5196,ISIC_0026599.jpg,1
7315,7315,ISIC_0028718.jpg,0
1167,1167,ISIC_0011228.jpg,1
2113,2113,ISIC_0014110_downsampled.jpg,0
12796,12796,ISIC_0034199.jpg,1
9181,9181,ISIC_0030584.jpg,1
1090,1090,ISIC_0011102.jpg,1
8689,8689,ISIC_0030092.jpg,1
14615,14615,ISIC_0056206.jpg,2
13303,13303,ISIC_0054089.jpg,0
8582,8582,ISIC_0029985.jpg,1
5661,5661,ISIC_0027064.jpg,3
1958,1958,ISIC_0013742_downsampled.jpg,3
16740,16740,ISIC_0059598.jpg,3
3279,3279,ISIC_0024682.jpg,1
20134,20134,ISIC_0065049.jpg,2
12699,12699,ISIC_0034102.jpg,1
626,626,ISIC_0007760_downsampled.jpg,1
15413,15413,ISIC_0057480.jpg,1
24800,24800,ISIC_0072432.jpg,1
17758,17758,ISIC_0061220.jpg,2
1303,1303,ISIC_0012227_downsampled.jpg,3
1758,1758,ISIC_0013271_downsampled.jpg,3
17189,17189,ISIC_0060307.jpg,0
2068,2068,ISIC_0013995_downsampled.jpg,0
17625,17625,ISIC_0060997.jpg,1
13786,13786,ISIC_0054874.jpg,0
10880,10880,ISIC_0032283.jpg,3
21164,21164,ISIC_0066679.jpg,3
7479,7479,ISIC_0028882.jpg,1
435,435,ISIC_0000508.jpg,1
23907,23907,ISIC_0071000.jpg,0
22554,22554,ISIC_0068865.jpg,1
4227,4227,ISIC_0025630.jpg,2
17943,17943,ISIC_0061532.jpg,0
25293,25293,ISIC_0073200.jpg,2
22535,22535,ISIC_0068840.jpg,0
6042,6042,ISIC_0027445.jpg,1
20212,20212,ISIC_0065178.jpg,2
6486,6486,ISIC_0027889.jpg,1
12212,12212,ISIC_0033615.jpg,1
25103,25103,ISIC_0072896.jpg,0
23025,23025,ISIC_0069571.jpg,1
21261,21261,ISIC_0066828.jpg,3
19804,19804,ISIC_0064512.jpg,2
6631,6631,ISIC_0028034.jpg,1
11833,11833,ISIC_0033236.jpg,1
6376,6376,ISIC_0027779.jpg,1
22060,22060,ISIC_0068090.jpg,1
12966,12966,ISIC_0053532.jpg,1
5776,5776,ISIC_0027179.jpg,0
2266,2266,ISIC_0014537_downsampled.jpg,3
19287,19287,ISIC_0063687.jpg,0
20949,20949,ISIC_0066349.jpg,1
4044,4044,ISIC_0025447.jpg,1
16602,16602,ISIC_0059382.jpg,0
16819,16819,ISIC_0059718.jpg,1
1024,1024,ISIC_0010568.jpg,1
5032,5032,ISIC_0026435.jpg,1
13911,13911,ISIC_0055075.jpg,2
4114,4114,ISIC_0025517.jpg,1
12123,12123,ISIC_0033526.jpg,0
5455,5455,ISIC_0026858.jpg,1
4398,4398,ISIC_0025801.jpg,1
10924,10924,ISIC_0032327.jpg,1
16120,16120,ISIC_0058635.jpg,1
910,910,ISIC_0010248.jpg,1
2032,2032,ISIC_0013911_downsampled.jpg,1
17437,17437,ISIC_0060693.jpg,0
12424,12424,ISIC_0033827.jpg,1
16561,16561,ISIC_0059320.jpg,2
6168,6168,ISIC_0027571.jpg,1
21975,21975,ISIC_0067961.jpg,1
17793,17793,ISIC_0061277.jpg,2
11764,11764,ISIC_0033167.jpg,1
9706,9706,ISIC_0031109.jpg,1
2691,2691,ISIC_0015241_downsampled.jpg,1
897,897,ISIC_0010232.jpg,1
6187,6187,ISIC_0027590.jpg,0
19372,19372,ISIC_0063815.jpg,1
20921,20921,ISIC_0066312.jpg,1
6414,6414,ISIC_0027817.jpg,1
1763,1763,ISIC_0013287_downsampled.jpg,1
8835,8835,ISIC_0030238.jpg,0
15338,15338,ISIC_0057362.jpg,0
6378,6378,ISIC_0027781.jpg,3
2184,2184,ISIC_0014302_downsampled.jpg,0
19110,19110,ISIC_0063385.jpg,1
9269,9269,ISIC_0030672.jpg,1
12221,12221,ISIC_0033624.jpg,0
16915,16915,ISIC_0059868.jpg,1
10345,10345,ISIC_0031748.jpg,1
12776,12776,ISIC_0034179.jpg,1
22311,22311,ISIC_0068477.jpg,0
2139,2139,ISIC_0014173_downsampled.jpg,0
23338,23338,ISIC_0070075.jpg,1
22126,22126,ISIC_0068188.jpg,0
21992,21992,ISIC_0067986.jpg,1
23851,23851,ISIC_0070913.jpg,0
7539,7539,ISIC_0028942.jpg,1
4866,4866,ISIC_0026269.jpg,1
19006,19006,ISIC_0063213.jpg,3
16474,16474,ISIC_0059179.jpg,1
6632,6632,ISIC_0028035.jpg,2
4427,4427,ISIC_0025830.jpg,3
7300,7300,ISIC_0028703.jpg,1
20741,20741,ISIC_0066007.jpg,3
23818,23818,ISIC_0070857.jpg,1
22459,22459,ISIC_0068708.jpg,2
23885,23885,ISIC_0070962.jpg,1
9105,9105,ISIC_0030508.jpg,1
11081,11081,ISIC_0032484.jpg,1
3125,3125,ISIC_0024528.jpg,1
16557,16557,ISIC_0059313.jpg,0
11236,11236,ISIC_0032639.jpg,1
8921,8921,ISIC_0030324.jpg,0
6776,6776,ISIC_0028179.jpg,1
20768,20768,ISIC_0066054.jpg,2
16807,16807,ISIC_0059703.jpg,0
16664,16664,ISIC_0059470.jpg,1
3380,3380,ISIC_0024783.jpg,1
23750,23750,ISIC_0070738.jpg,0
5478,5478,ISIC_0026881.jpg,1
11489,11489,ISIC_0032892.jpg,0
20532,20532,ISIC_0065662.jpg,2
13540,13540,ISIC_0054481.jpg,2
3089,3089,ISIC_0024492.jpg,1
13864,13864,ISIC_0054986.jpg,2
8048,8048,ISIC_0029451.jpg,1
16614,16614,ISIC_0059396.jpg,2
2713,2713,ISIC_0015298_downsampled.jpg,1
18535,18535,ISIC_0062463.jpg,0
22401,22401,ISIC_0068624.jpg,3
17465,17465,ISIC_0060736.jpg,0
1261,1261,ISIC_0012149_downsampled.jpg,1
12331,12331,ISIC_0033734.jpg,1
11413,11413,ISIC_0032816.jpg,2
18941,18941,ISIC_0063116.jpg,1
12909,12909,ISIC_0034312.jpg,1
10723,10723,ISIC_0032126.jpg,1
17410,17410,ISIC_0060654.jpg,0
21985,21985,ISIC_0067974.jpg,1
6812,6812,ISIC_0028215.jpg,0
9453,9453,ISIC_0030856.jpg,1
512,512,ISIC_0001216_downsampled.jpg,1
18669,18669,ISIC_0062684.jpg,0
11318,11318,ISIC_0032721.jpg,1
21269,21269,ISIC_0066842.jpg,2
23354,23354,ISIC_0070102.jpg,2
15692,15692,ISIC_0057963.jpg,0
19436,19436,ISIC_0063924.jpg,1
22309,22309,ISIC_0068473.jpg,1
23758,23758,ISIC_0070748.jpg,2
385,385,ISIC_0000451_downsampled.jpg,1
14415,14415,ISIC_0055888.jpg,1
2844,2844,ISIC_0016006_downsampled.jpg,1
11343,11343,ISIC_0032746.jpg,1
13955,13955,ISIC_0055146.jpg,3
9034,9034,ISIC_0030437.jpg,1
14890,14890,ISIC_0056663.jpg,0
19989,19989,ISIC_0064804.jpg,0
20261,20261,ISIC_0065259.jpg,3
6268,6268,ISIC_0027671.jpg,1
1330,1330,ISIC_0012273_downsampled.jpg,3
8844,8844,ISIC_0030247.jpg,1
4372,4372,ISIC_0025775.jpg,1
16225,16225,ISIC_0058795.jpg,1
6633,6633,ISIC_0028036.jpg,1
16582,16582,ISIC_0059357.jpg,1
3364,3364,ISIC_0024767.jpg,0
9389,9389,ISIC_0030792.jpg,1
21643,21643,ISIC_0067442.jpg,1
11557,11557,ISIC_0032960.jpg,0
8996,8996,ISIC_0030399.jpg,1
9108,9108,ISIC_0030511.jpg,2
23406,23406,ISIC_0070184.jpg,1
1741,1741,ISIC_0013229_downsampled.jpg,1
5240,5240,ISIC_0026643.jpg,2
20173,20173,ISIC_0065115.jpg,3
8904,8904,ISIC_0030307.jpg,1
19996,19996,ISIC_0064815.jpg,3
57,57,ISIC_0000059_downsampled.jpg,1
9979,9979,ISIC_0031382.jpg,1
990,990,ISIC_0010465.jpg,1
708,708,ISIC_0009910.jpg,0
5972,5972,ISIC_0027375.jpg,1
22053,22053,ISIC_0068082.jpg,1
11344,11344,ISIC_0032747.jpg,1
24533,24533,ISIC_0072004.jpg,0
11273,11273,ISIC_0032676.jpg,1
11787,11787,ISIC_0033190.jpg,1
10357,10357,ISIC_0031760.jpg,1
6783,6783,ISIC_0028186.jpg,1
5365,5365,ISIC_0026768.jpg,1
14209,14209,ISIC_0055539.jpg,2
14400,14400,ISIC_0055861.jpg,2
4723,4723,ISIC_0026126.jpg,1
7570,7570,ISIC_0028973.jpg,2
24661,24661,ISIC_0072184.jpg,3
9638,9638,ISIC_0031041.jpg,2
8619,8619,ISIC_0030022.jpg,1
24319,24319,ISIC_0071670.jpg,2
17675,17675,ISIC_0061085.jpg,0
24718,24718,ISIC_0072286.jpg,0
11622,11622,ISIC_0033025.jpg,1
10761,10761,ISIC_0032164.jpg,2
5124,5124,ISIC_0026527.jpg,1
23183,23183,ISIC_0069838.jpg,1
21793,21793,ISIC_0067673.jpg,1
20646,20646,ISIC_0065849.jpg,2
12141,12141,ISIC_0033544.jpg,1
1539,1539,ISIC_0012800_downsampled.jpg,3
3509,3509,ISIC_0024912.jpg,1
10473,10473,ISIC_0031876.jpg,3
17797,17797,ISIC_0061282.jpg,2
7298,7298,ISIC_0028701.jpg,3
7920,7920,ISIC_0029323.jpg,2
49,49,ISIC_0000051_downsampled.jpg,1
8223,8223,ISIC_0029626.jpg,1
14351,14351,ISIC_0055775.jpg,2
3240,3240,ISIC_0024643.jpg,3
8916,8916,ISIC_0030319.jpg,3
13459,13459,ISIC_0054347.jpg,2
11189,11189,ISIC_0032592.jpg,0
22211,22211,ISIC_0068329.jpg,1
5494,5494,ISIC_0026897.jpg,0
13794,13794,ISIC_0054887.jpg,1
20762,20762,ISIC_0066044.jpg,2
